measurement_id,jumlah_mobil,jumlah_bus,jumlah_truck,jumlah_kendaraan,jumlah_bobot_kendaraan
992,27,2,3,32,33.0
993,24,1,5,30,31.2
994,25,2,4,31,32.2
995,18,3,4,25,26.4
996,25,2,6,33,34.6
997,29,2,5,36,37.4
998,24,2,4,30,31.2
999,26,3,4,33,34.4
1000,15,1,6,22,23.4
1001,27,2,2,31,31.8
1002,25,3,6,34,35.8
1003,22,2,4,28,29.2
1004,22,2,3,27,28.0
1005,22,3,4,29,30.4
1006,36,2,6,44,45.6
1007,21,1,3,25,25.8
1008,22,3,5,30,31.6
1009,25,3,3,31,32.2
1010,25,0,4,29,29.8
1011,27,2,3,32,33.0
1012,20,3,5,28,29.6
1013,20,1,5,26,27.2
1014,24,3,3,30,31.2
1015,36,4,8,48,50.4
1016,24,2,5,31,32.4
1017,23,0,4,27,27.8
1018,25,3,3,31,32.2
1019,17,2,1,20,20.6
1020,24,4,5,33,34.8
1021,19,3,4,26,27.4
1022,21,3,1,25,25.8
1023,28,0,6,34,35.2
1024,21,1,4,26,27.0
1025,27,1,2,30,30.6
1026,22,2,4,28,29.2
1027,25,1,4,30,31.0
1028,25,1,1,27,27.4
1029,23,2,4,29,30.2
1030,23,1,4,28,29.0
1031,25,3,5,33,34.6
1032,22,2,4,28,29.2
1033,19,3,5,27,28.6
1034,21,1,2,24,24.6
1035,28,2,3,33,34.0
1036,23,3,5,31,32.6
1037,23,1,3,27,27.8
1038,29,1,2,32,32.6
1039,26,1,5,32,33.2
1040,22,2,2,26,26.8
1041,22,2,6,30,31.6
1042,26,2,2,30,30.8
1043,24,2,2,28,28.8
1044,27,2,3,32,33.0
1045,22,4,6,32,34.0
1046,22,1,2,25,25.6
1047,28,1,3,32,32.8
1048,21,3,4,28,29.4
1049,19,3,4,26,27.4
1050,23,2,4,29,30.2
1051,23,2,5,30,31.4
1052,23,2,3,28,29.0
1053,23,0,4,27,27.8
1054,20,2,4,26,27.2
1055,23,1,3,27,27.8
1056,23,2,5,30,31.4
1057,40,4,5,49,50.8
1058,23,1,5,29,30.2
1059,21,2,2,25,25.8
1060,29,3,3,35,36.2
1061,23,2,4,29,30.2
1062,29,0,5,34,35.0
1063,20,1,5,26,27.2
1064,24,2,2,28,28.8
1065,27,1,2,30,30.6
1066,25,3,1,29,29.8
1067,19,2,4,25,26.2
1068,27,1,4,32,33.0
1069,24,2,4,30,31.2
1070,24,0,4,28,28.8
1071,24,1,4,29,30.0
1072,28,2,1,31,31.6
1073,23,3,2,28,29.0
1074,24,2,4,30,31.2
1075,24,2,4,30,31.2
1076,22,1,4,27,28.0
1077,25,0,4,29,29.8
1078,25,2,3,30,31.0
1079,21,2,2,25,25.8
1080,24,2,3,29,30.0
1081,28,0,2,30,30.4
1082,19,1,4,24,25.0
1083,24,2,4,30,31.2
1084,21,2,3,26,27.0
1085,24,4,3,31,32.4
1086,24,1,3,28,28.8
1087,23,2,4,29,30.2
1088,20,1,2,23,23.6
1089,24,2,3,29,30.0
1090,25,2,4,31,32.2
1091,18,2,3,23,24.0
1092,25,2,3,30,31.0
1093,23,3,3,29,30.2
1094,29,5,6,40,42.2
1095,34,2,4,40,41.2
1096,21,4,3,28,29.4
1097,24,2,3,29,30.0
1098,24,2,4,30,31.2
1099,23,3,1,27,27.8
1100,26,3,2,31,32.0
1101,25,1,3,29,29.8
1102,21,4,5,30,31.8
1103,25,3,1,29,29.8
1104,24,1,5,30,31.2
1105,23,3,1,27,27.8
1106,23,1,3,27,27.8
1107,41,3,4,48,49.4
1108,24,4,3,31,32.4
1109,23,0,4,27,27.8
1110,22,2,4,28,29.2
1111,29,1,3,33,33.8
1112,19,2,5,26,27.4
1113,37,0,3,40,40.6
1114,20,2,2,24,24.8
1115,21,1,3,25,25.8
1116,26,2,3,31,32.0
1117,24,1,3,28,28.8
1118,20,1,4,25,26.0
1119,21,1,4,26,27.0
1120,24,2,4,30,31.2
1121,19,1,3,23,23.8
1122,34,3,3,40,41.2
1123,25,2,4,31,32.2
1124,25,2,6,33,34.6
1125,26,0,3,29,29.6
1126,24,2,4,30,31.2
1127,21,2,3,26,27.0
1128,26,3,5,34,35.6
1129,24,2,5,31,32.4
1130,27,2,4,33,34.2
1131,24,2,5,31,32.4
1132,24,1,4,29,30.0
1133,21,2,5,28,29.4
1134,25,2,3,30,31.0
1135,28,1,3,32,32.8
1136,24,2,3,29,30.0
1137,29,2,3,34,35.0
1138,26,2,5,33,34.4
1139,17,1,2,20,20.6
1140,23,2,4,29,30.2
1141,26,1,2,29,29.6
1142,25,0,2,27,27.4
1143,23,2,3,28,29.0
1144,24,0,2,26,26.4
1145,24,1,2,27,27.6
1146,38,3,8,49,51.2
1147,26,2,3,31,32.0
1148,19,3,2,24,25.0
1149,32,2,6,40,41.6
1150,25,2,4,31,32.2
1151,17,2,3,22,23.0
1152,28,1,3,32,32.8
1153,27,2,0,29,29.4
1154,26,1,4,31,32.0
1155,24,2,4,30,31.2
1156,21,2,3,26,27.0
1157,24,1,3,28,28.8
1158,26,3,4,33,34.4
1159,27,1,2,30,30.6
1160,24,2,3,29,30.0
1161,24,1,3,28,28.8
1162,23,2,5,30,31.4
1163,24,2,4,30,31.2
1164,25,2,5,32,33.4
1165,20,2,6,28,29.6
1166,24,2,3,29,30.0
1167,20,1,5,26,27.2
1168,25,2,3,30,31.0
1169,25,3,1,29,29.8
1170,28,3,4,35,36.4
1171,20,2,3,25,26.0
1172,27,2,2,31,31.8
1173,28,2,4,34,35.2
1174,25,2,5,32,33.4
1175,22,2,2,26,26.8
1176,31,2,2,35,35.8
1177,25,2,5,32,33.4
1178,23,2,3,28,29.0
1179,25,3,2,30,31.0
1180,29,3,3,35,36.2
1181,23,1,4,28,29.0
1182,24,2,4,30,31.2
1183,23,1,2,26,26.6
1184,25,2,2,29,29.8
1185,28,2,3,33,34.0
1186,22,2,5,29,30.4
1187,23,3,1,27,27.8
1188,26,2,4,32,33.2
1189,27,1,2,30,30.6
1190,25,3,1,29,29.8
1191,18,3,4,25,26.4
1192,22,2,6,30,31.6
1193,19,2,3,24,25.0
1194,25,2,3,30,31.0
1195,21,3,5,29,30.6
1196,22,2,2,26,26.8
1197,28,1,4,33,34.0
1198,24,3,2,29,30.0
1199,19,1,4,24,25.0
1200,25,2,4,31,32.2
1201,27,1,2,30,30.6
1202,38,5,4,47,48.8
1203,26,3,4,33,34.4
1204,23,3,6,32,33.8
1205,24,1,3,28,28.8
1206,27,1,3,31,31.8
1207,27,3,2,32,33.0
1208,23,2,3,28,29.0
1209,30,1,3,34,34.8
1210,27,2,2,31,31.8
1211,29,2,3,34,35.0
1212,23,1,2,26,26.6
1213,27,0,5,32,33.0
1214,25,0,4,29,29.8
1215,21,2,4,27,28.2
1216,27,2,6,35,36.6
1217,17,1,4,22,23.0
1218,25,2,3,30,31.0
1219,23,2,3,28,29.0
1220,20,2,4,26,27.2
1221,32,2,3,37,38.0
1222,22,2,3,27,28.0
1223,27,3,4,34,35.4
1224,25,2,3,30,31.0
1225,22,3,2,27,28.0
1226,24,1,4,29,30.0
1227,25,2,2,29,29.8
1228,25,2,2,29,29.8
1229,20,1,4,25,26.0
1230,19,2,3,24,25.0
1231,25,1,2,28,28.6
1232,24,3,4,31,32.4
1233,23,2,2,27,27.8
1234,22,1,5,28,29.2
1235,31,3,4,38,39.4
1236,25,4,4,33,34.6
1237,24,2,2,28,28.8
1238,19,1,5,25,26.2
1239,35,3,6,44,45.8
1240,28,1,3,32,32.8
1241,22,2,5,29,30.4
1242,25,2,4,31,32.2
1243,26,1,3,30,30.8
1244,30,2,2,34,34.8
1245,26,2,3,31,32.0
1246,25,2,5,32,33.4
1247,19,1,6,26,27.4
1248,24,1,6,31,32.4
1249,23,2,6,31,32.6
1250,28,1,5,34,35.2
1251,25,2,3,30,31.0
1252,21,2,3,26,27.0
1253,22,4,5,31,32.8
1254,28,3,5,36,37.6
1255,24,0,1,25,25.2
1256,25,2,2,29,29.8
1257,23,1,4,28,29.0
1258,20,2,3,25,26.0
1259,24,1,2,27,27.6
1260,25,2,4,31,32.2
1261,23,3,3,29,30.2
1262,23,0,1,24,24.2
1263,23,4,7,34,36.2
1264,23,2,3,28,29.0
1265,24,0,5,29,30.0
1266,24,2,2,28,28.8
1267,32,2,5,39,40.4
1268,23,1,4,28,29.0
1269,28,1,2,31,31.6
1270,20,2,3,25,26.0
1271,23,2,3,28,29.0
1272,29,2,5,36,37.4
1273,25,1,2,28,28.6
1274,22,1,2,25,25.6
1275,26,3,4,33,34.4
1276,24,2,1,27,27.6
1277,19,2,3,24,25.0
1278,35,3,6,44,45.8
1279,21,2,6,29,30.6
1280,21,0,4,25,25.8
1281,22,2,3,27,28.0
1282,21,2,3,26,27.0
1283,27,1,2,30,30.6
1284,22,4,6,32,34.0
1285,20,2,4,26,27.2
1286,20,1,3,24,24.8
1287,28,3,3,34,35.2
1288,23,2,5,30,31.4
1289,19,1,5,25,26.2
1290,26,3,4,33,34.4
1291,29,3,2,34,35.0
1292,17,3,4,24,25.4
1293,26,3,2,31,32.0
1294,24,3,3,30,31.2
1295,23,2,2,27,27.8
1296,25,1,5,31,32.2
1297,23,2,4,29,30.2
1298,19,3,2,24,25.0
1299,27,2,4,33,34.2
1300,27,2,0,29,29.4
1301,20,3,4,27,28.4
1302,27,3,5,35,36.6
1303,22,4,3,29,30.4
1304,21,0,4,25,25.8
1305,24,2,6,32,33.6
1306,24,1,5,30,31.2
1307,18,3,3,24,25.2
1308,26,2,1,29,29.6
1309,22,2,2,26,26.8
1310,18,2,4,24,25.2
1311,23,1,6,30,31.4
1312,20,2,4,26,27.2
1313,20,1,3,24,24.8
1314,29,3,5,37,38.6
1315,24,3,4,31,32.4
1316,25,1,2,28,28.6
1317,19,2,4,25,26.2
1318,27,1,4,32,33.0
1319,24,1,5,30,31.2
1320,22,2,3,27,28.0
1321,23,2,4,29,30.2
1322,24,2,4,30,31.2
1323,23,1,5,29,30.2
1324,22,1,3,26,26.8
1325,27,1,2,30,30.6
1326,25,1,5,31,32.2
1327,23,1,4,28,29.0
1328,26,2,4,32,33.2
1329,21,2,4,27,28.2
1330,23,1,3,27,27.8
1331,20,1,4,25,26.0
1332,23,0,4,27,27.8
1333,18,3,4,25,26.4
1334,21,2,3,26,27.0
1335,23,3,3,29,30.2
1336,26,3,2,31,32.0
1337,19,0,3,22,22.6
1338,18,1,4,23,24.0
1339,21,2,2,25,25.8
1340,20,1,3,24,24.8
1341,20,1,3,24,24.8
1342,20,3,3,26,27.2
1343,22,2,4,28,29.2
1344,24,3,0,27,27.6
1345,21,1,4,26,27.0
1346,19,2,4,25,26.2
1347,27,4,2,33,34.2
1348,24,1,4,29,30.0
1349,22,3,3,28,29.2
1350,23,3,5,31,32.6
1351,25,3,4,32,33.4
1352,24,1,3,28,28.8
1353,29,1,3,33,33.8
1354,25,2,3,30,31.0
1355,27,0,2,29,29.4
1356,26,3,3,32,33.2
1357,26,2,4,32,33.2
1358,22,2,6,30,31.6
1359,23,2,4,29,30.2
1360,26,2,3,31,32.0
1361,23,2,4,29,30.2
1362,27,0,4,31,31.8
1363,24,3,2,29,30.0
1364,26,2,3,31,32.0
1365,27,2,3,32,33.0
1366,24,1,4,29,30.0
1367,22,2,4,28,29.2
1368,23,1,2,26,26.6
1369,29,2,3,34,35.0
1370,26,2,3,31,32.0
1371,23,2,5,30,31.4
1372,25,3,4,32,33.4
1373,26,3,2,31,32.0
1374,26,2,6,34,35.6
1375,25,3,4,32,33.4
1376,21,2,5,28,29.4
1377,25,2,3,30,31.0
1378,25,2,2,29,29.8
1379,20,1,6,27,28.4
1380,22,2,3,27,28.0
1381,24,3,3,30,31.2
1382,22,2,3,27,28.0
1383,21,2,5,28,29.4
1384,28,2,5,35,36.4
1385,21,1,3,25,25.8
1386,23,2,4,29,30.2
1387,28,2,2,32,32.8
1388,23,2,1,26,26.6
1389,23,2,5,30,31.4
1390,23,3,3,29,30.2
1391,20,2,6,28,29.6
1392,26,2,3,31,32.0
1393,26,2,4,32,33.2
1394,23,1,5,29,30.2
1395,29,0,3,32,32.6
1396,25,2,5,32,33.4
1397,24,2,3,29,30.0
1398,22,2,2,26,26.8
1399,23,2,3,28,29.0
1400,21,1,3,25,25.8
1401,25,1,4,30,31.0
1402,25,2,3,30,31.0
1403,27,1,2,30,30.6
1404,24,0,5,29,30.0
1405,27,2,4,33,34.2
1406,22,2,4,28,29.2
1407,27,1,4,32,33.0
1408,22,3,4,29,30.4
1409,23,2,0,25,25.4
1410,23,2,3,28,29.0
1411,25,3,4,32,33.4
1412,23,2,2,27,27.8
1413,26,3,2,31,32.0
1414,22,2,2,26,26.8
1415,22,0,3,25,25.6
1416,21,2,3,26,27.0
1417,28,2,2,32,32.8
1418,20,3,3,26,27.2
1419,36,3,5,44,45.6
1420,21,2,5,28,29.4
1421,26,3,4,33,34.4
1422,32,3,7,42,44.0
1423,25,2,3,30,31.0
1424,21,3,2,26,27.0
1425,25,1,4,30,31.0
1426,29,2,2,33,33.8
1427,23,2,3,28,29.0
1428,18,2,5,25,26.4
1429,26,2,5,33,34.4
1430,26,4,3,33,34.4
1431,28,3,4,35,36.4
1432,27,2,2,31,31.8
1433,24,1,3,28,28.8
1434,25,1,4,30,31.0
1435,27,2,4,33,34.2
1436,20,1,2,23,23.6
1437,27,2,2,31,31.8
1438,23,2,5,30,31.4
1439,18,2,3,23,24.0
1440,26,1,5,32,33.2
1441,26,2,5,33,34.4
1442,27,2,3,32,33.0
1443,20,3,3,26,27.2
1444,23,2,3,28,29.0
1445,20,2,4,26,27.2
1446,26,3,4,33,34.4
1447,23,2,4,29,30.2
1448,24,2,3,29,30.0
1449,22,3,4,29,30.4
1450,26,1,5,32,33.2
1451,22,1,2,25,25.6
1452,23,0,3,26,26.6
1453,22,1,5,28,29.2
1454,22,2,4,28,29.2
1455,24,1,3,28,28.8
1456,30,2,3,35,36.0
1457,19,4,3,26,27.4
1458,25,2,3,30,31.0
1459,19,3,6,28,29.8
1460,24,2,3,29,30.0
1461,20,1,5,26,27.2
1462,24,2,1,27,27.6
1463,21,1,2,24,24.6
1464,24,3,5,32,33.6
1465,24,2,4,30,31.2
1466,30,2,2,34,34.8
1467,24,2,5,31,32.4
1468,25,2,1,28,28.6
1469,28,2,3,33,34.0
1470,27,3,4,34,35.4
1471,23,1,4,28,29.0
1472,21,2,4,27,28.2
1473,25,3,6,34,35.8
1474,27,2,3,32,33.0
1475,21,1,5,27,28.2
1476,26,2,5,33,34.4
1477,23,2,5,30,31.4
1478,21,2,4,27,28.2
1479,28,0,6,34,35.2
1480,25,0,2,27,27.4
1481,22,2,4,28,29.2
1482,25,2,2,29,29.8
1483,25,3,3,31,32.2
1484,31,1,2,34,34.6
1485,30,2,5,37,38.4
1486,26,1,2,29,29.6
1487,29,1,2,32,32.6
1488,31,1,3,35,35.8
1489,26,2,6,34,35.6
1490,24,0,4,28,28.8
1491,29,3,5,37,38.6
1492,26,2,5,33,34.4
1493,20,4,4,28,29.6
1494,25,1,4,30,31.0
1495,24,2,3,29,30.0
1496,22,1,4,27,28.0
1497,27,2,3,32,33.0
1498,25,3,3,31,32.2
1499,21,2,1,24,24.6
1500,24,3,4,31,32.4
1501,26,3,1,30,30.8
1502,23,2,2,27,27.8
1503,27,3,6,36,37.8
1504,29,2,3,34,35.0
1505,31,2,5,38,39.4
1506,26,1,3,30,30.8
1507,25,3,7,35,37.0
1508,28,2,3,33,34.0
1509,24,3,5,32,33.6
1510,21,3,4,28,29.4
1511,18,2,5,25,26.4
1512,21,3,5,29,30.6
1513,21,2,3,26,27.0
1514,25,3,3,31,32.2
1515,29,2,5,36,37.4
1516,32,0,3,35,35.6
1517,28,2,4,34,35.2
1518,21,3,5,29,30.6
1519,27,2,2,31,31.8
1520,26,3,2,31,32.0
1521,26,2,6,34,35.6
1522,30,2,2,34,34.8
1523,27,1,2,30,30.6
1524,27,4,2,33,34.2
1525,33,2,4,39,40.2
1526,28,1,4,33,34.0
1527,41,5,7,53,55.4
1528,30,2,2,34,34.8
1529,23,3,3,29,30.2
1530,35,1,5,41,42.2
1531,22,3,5,30,31.6
1532,29,2,2,33,33.8
1533,23,2,5,30,31.4
1534,36,4,6,46,48.0
1535,25,4,3,32,33.4
1536,24,1,4,29,30.0
1537,29,1,3,33,33.8
1538,23,3,5,31,32.6
1539,28,4,3,35,36.4
1540,23,1,4,28,29.0
1541,27,2,3,32,33.0
1542,24,3,4,31,32.4
1543,30,2,3,35,36.0
1544,31,4,3,38,39.4
1545,27,2,6,35,36.6
1546,33,2,3,38,39.0
1547,21,3,6,30,31.8
1548,34,4,3,41,42.4
1549,28,3,5,36,37.6
1550,25,1,5,31,32.2
1551,30,2,4,36,37.2
1552,28,1,5,34,35.2
1553,22,2,4,28,29.2
1554,28,3,6,37,38.8
1555,31,2,4,37,38.2
1556,27,2,1,30,30.6
1557,32,4,2,38,39.2
1558,25,3,4,32,33.4
1559,21,3,3,27,28.2
1560,35,4,2,41,42.2
1561,27,2,6,35,36.6
1562,26,2,2,30,30.8
1563,22,2,3,27,28.0
1564,32,2,3,37,38.0
1565,28,3,2,33,34.0
1566,26,4,4,34,35.6
1567,28,1,7,36,37.6
1568,26,3,4,33,34.4
1569,30,2,2,34,34.8
1570,31,1,4,36,37.0
1571,29,2,3,34,35.0
1572,32,2,4,38,39.2
1573,34,2,4,40,41.2
1574,25,2,4,31,32.2
1575,40,2,6,48,49.6
1576,31,2,5,38,39.4
1577,25,2,5,32,33.4
1578,28,3,3,34,35.2
1579,29,3,5,37,38.6
1580,28,2,4,34,35.2
1581,25,3,5,33,34.6
1582,27,2,4,33,34.2
1583,29,3,4,36,37.4
1584,32,3,5,40,41.6
1585,29,1,5,35,36.2
1586,25,2,3,30,31.0
1587,29,2,4,35,36.2
1588,32,0,2,34,34.4
1589,27,4,3,34,35.4
1590,31,4,4,39,40.6
1591,30,3,4,37,38.4
1592,24,4,1,29,30.0
1593,29,3,5,37,38.6
1594,28,1,4,33,34.0
1595,28,3,3,34,35.2
1596,29,4,6,39,41.0
1597,35,1,3,39,39.8
1598,27,3,2,32,33.0
1599,29,2,7,38,39.8
1600,33,1,4,38,39.0
1601,30,3,2,35,36.0
1602,33,2,3,38,39.0
1603,33,1,6,40,41.4
1604,26,3,3,32,33.2
1605,32,3,2,37,38.0
1606,35,2,4,41,42.2
1607,32,1,4,37,38.0
1608,33,3,7,43,45.0
1609,34,3,6,43,44.8
1610,27,3,3,33,34.2
1611,33,1,6,40,41.4
1612,37,2,3,42,43.0
1613,29,4,4,37,38.6
1614,34,3,2,39,40.0
1615,31,4,3,38,39.4
1616,27,2,4,33,34.2
1617,29,3,6,38,39.8
1618,32,2,5,39,40.4
1619,25,4,3,32,33.4
1620,36,3,4,43,44.4
1621,38,3,4,45,46.4
1622,33,3,4,40,41.4
1623,29,4,6,39,41.0
1624,30,2,7,39,40.8
1625,28,2,3,33,34.0
1626,35,3,6,44,45.8
1627,39,3,4,46,47.4
1628,32,3,3,38,39.2
1629,35,1,6,42,43.4
1630,33,2,3,38,39.0
1631,31,1,7,39,40.6
1632,38,3,4,45,46.4
1633,32,5,3,40,41.6
1634,27,3,7,37,39.0
1635,34,4,5,43,44.8
1636,32,4,3,39,40.4
1637,26,4,3,33,34.4
1638,32,3,5,40,41.6
1639,35,3,5,43,44.6
1640,28,2,6,36,37.6
1641,34,1,3,38,38.8
1642,34,3,4,41,42.4
1643,29,3,5,37,38.6
1644,31,2,4,37,38.2
1645,38,2,7,47,48.8
1646,28,2,6,36,37.6
1647,33,4,5,42,43.8
1648,35,3,6,44,45.8
1649,27,4,7,38,40.2
1650,31,2,5,38,39.4
1651,40,2,4,46,47.2
1652,30,3,6,39,40.8
1653,34,3,5,42,43.6
1654,34,4,7,45,47.2
1655,28,1,7,36,37.6
1656,29,2,7,38,39.8
1657,42,3,3,48,49.2
1658,29,3,6,38,39.8
1659,35,2,5,42,43.4
1660,35,3,7,45,47.0
1661,31,2,6,39,40.6
1662,34,2,7,43,44.8
1663,36,3,5,44,45.6
1664,31,3,6,40,41.8
1665,35,4,4,43,44.6
1666,29,4,5,38,39.8
1667,34,3,4,41,42.4
1668,39,3,3,45,46.2
1669,37,3,6,46,47.8
1670,28,3,5,36,37.6
1671,38,2,3,43,44.0
1672,40,3,5,48,49.6
1673,32,1,5,38,39.2
1674,41,3,4,48,49.4
1675,33,4,7,44,46.2
1676,31,2,7,40,41.8
1677,38,2,4,44,45.2
1678,38,2,7,47,48.8
1679,33,3,6,42,43.8
1680,38,3,5,46,47.6
1681,38,5,7,50,52.4
1682,32,3,4,39,40.4
1683,37,2,5,44,45.4
1684,38,5,5,48,50.0
1685,35,2,2,39,39.8
1686,37,2,5,44,45.4
1687,43,2,4,49,50.2
1688,32,4,4,40,41.6
1689,34,3,6,43,44.8
1690,36,3,5,44,45.6
1691,36,1,6,43,44.4
1692,35,3,7,45,47.0
1693,41,2,5,48,49.4
1694,34,3,6,43,44.8
1695,37,4,6,47,49.0
1696,38,2,5,45,46.4
1697,35,2,3,40,41.0
1698,40,3,4,47,48.4
1699,34,3,7,44,46.0
1700,41,2,7,50,51.8
1701,39,3,4,46,47.4
1702,37,5,7,49,51.4
1703,42,4,3,49,50.4
1704,37,4,6,47,49.0
1705,34,3,3,40,41.2
1706,38,3,6,47,48.8
1707,37,5,5,47,49.0
1708,35,4,4,43,44.6
1709,35,4,5,44,45.8
1710,52,2,4,58,59.2
1711,35,2,7,44,45.8
1712,39,4,6,49,51.0
1713,41,4,4,49,50.6
1714,34,4,5,43,44.8
1715,38,2,4,44,45.2
1716,43,4,5,52,53.8
1717,42,3,9,54,56.4
1718,39,3,7,49,51.0
1719,44,4,6,54,56.0
1720,38,2,6,46,47.6
1721,38,2,3,43,44.0
1722,42,4,7,53,55.2
1723,34,4,6,44,46.0
1724,39,3,7,49,51.0
1725,46,3,6,55,56.8
1726,34,4,5,43,44.8
1727,43,3,6,52,53.8
1728,45,4,5,54,55.8
1729,38,4,7,49,51.2
1730,43,1,6,50,51.4
1731,43,4,8,55,57.4
1732,39,2,6,47,48.6
1733,39,4,9,52,54.6
1734,41,5,8,54,56.6
1735,34,3,7,44,46.0
1736,41,2,7,50,51.8
1737,46,2,4,52,53.2
1738,40,3,6,49,50.8
1739,36,3,7,46,48.0
1740,48,4,6,58,60.0
1741,37,4,6,47,49.0
1742,39,4,8,51,53.4
1743,41,1,7,49,50.6
1744,42,5,7,54,56.4
1745,39,2,9,50,52.2
1746,39,2,6,47,48.6
1747,43,4,6,53,55.0
1748,40,2,5,47,48.4
1749,39,4,5,48,49.8
1750,44,3,4,51,52.4
1751,35,5,8,48,50.6
1752,46,2,5,53,54.4
1753,43,3,7,53,55.0
1754,44,1,6,51,52.4
1755,37,4,6,47,49.0
1756,40,4,4,48,49.6
1757,37,4,3,44,45.4
1758,41,3,5,49,50.6
1759,40,1,8,49,50.8
1760,36,3,7,46,48.0
1761,40,4,4,48,49.6
1762,39,5,6,50,52.2
1763,38,3,5,46,47.6
1764,42,3,5,50,51.6
1765,43,3,5,51,52.6
1766,43,3,6,52,53.8
1767,49,3,6,58,59.8
1768,38,5,5,48,50.0
1769,41,3,4,48,49.4
1770,38,3,5,46,47.6
1771,42,5,8,55,57.6
1772,44,3,5,52,53.6
1773,35,4,9,48,50.6
1774,42,3,8,53,55.2
1775,38,3,8,49,51.2
1776,42,4,9,55,57.6
1777,41,4,6,51,53.0
1778,42,3,7,52,54.0
1779,38,3,8,49,51.2
1780,43,4,8,55,57.4
1781,47,2,5,54,55.4
1782,46,3,4,53,54.4
1783,45,4,4,53,54.6
1784,37,5,6,48,50.2
1785,48,2,6,56,57.6
1786,39,4,9,52,54.6
1787,45,4,8,57,59.4
1788,43,2,4,49,50.2
1789,45,4,6,55,57.0
1790,39,2,6,47,48.6
1791,45,3,7,55,57.0
1792,38,3,6,47,48.8
1793,42,4,8,54,56.4
1794,42,4,5,51,52.8
1795,46,4,7,57,59.2
1796,43,4,6,53,55.0
1797,49,3,5,57,58.6
1798,37,4,7,48,50.2
1799,42,4,7,53,55.2
1800,42,1,8,51,52.8
1801,46,3,5,54,55.6
1802,46,4,7,57,59.2
1803,42,3,6,51,52.8
1804,44,4,4,52,53.6
1805,42,3,3,48,49.2
1806,39,5,7,51,53.4
1807,42,5,6,53,55.2
1808,43,5,7,55,57.4
1809,49,3,5,57,58.6
1810,44,3,6,53,54.8
1811,42,4,5,51,52.8
1812,44,4,9,57,59.6
1813,41,4,8,53,55.4
1814,44,4,4,52,53.6
1815,41,3,8,52,54.2
1816,45,3,5,53,54.6
1817,49,2,5,56,57.4
1818,46,3,4,53,54.4
1819,38,5,7,50,52.4
1820,44,5,6,55,57.2
1821,40,2,9,51,53.2
1822,46,3,7,56,58.0
1823,41,3,5,49,50.6
1824,42,5,6,53,55.2
1825,41,5,6,52,54.2
1826,49,2,6,57,58.6
1827,46,3,8,57,59.2
1828,42,5,6,53,55.2
1829,46,3,6,55,56.8
1830,43,4,7,54,56.2
1831,48,4,5,57,58.8
1832,41,3,5,49,50.6
1833,42,4,6,52,54.0
1834,43,2,7,52,53.8
1835,41,5,8,54,56.6
1836,44,4,9,57,59.6
1837,43,4,5,52,53.8
1838,43,4,7,54,56.2
1839,46,3,7,56,58.0
1840,46,2,9,57,59.2
1841,45,4,7,56,58.2
1842,40,3,6,49,50.8
1843,41,4,6,51,53.0
1844,41,3,8,52,54.2
1845,38,4,5,47,48.8
1846,48,3,7,58,60.0
1847,35,5,9,49,51.8
1848,49,2,7,58,59.8
1849,46,4,6,56,58.0
1850,43,5,7,55,57.4
1851,40,2,8,50,52.0
1852,45,2,5,52,53.4
1853,44,5,6,55,57.2
1854,41,3,7,51,53.0
1855,49,2,6,57,58.6
1856,43,3,6,52,53.8
1857,48,2,4,54,55.2
1858,44,4,7,55,57.2
1859,44,3,6,53,54.8
1860,41,5,6,52,54.2
1861,45,2,9,56,58.2
1862,49,4,3,56,57.4
1863,42,3,6,51,52.8
1864,44,4,8,56,58.4
1865,44,3,7,54,56.0
1866,42,6,5,53,55.2
1867,47,3,6,56,57.8
1868,45,4,7,56,58.2
1869,45,2,6,53,54.6
1870,44,2,8,54,56.0
1871,47,3,6,56,57.8
1872,39,3,7,49,51.0
1873,40,4,9,53,55.6
1874,45,2,8,55,57.0
1875,41,4,5,50,51.8
1876,44,2,6,52,53.6
1877,44,6,6,56,58.4
1878,40,3,5,48,49.6
1879,37,4,7,48,50.2
1880,45,3,7,55,57.0
1881,42,4,7,53,55.2
1882,45,2,7,54,55.8
1883,42,4,6,52,54.0
1884,41,1,5,47,48.2
1885,42,3,4,49,50.4
1886,40,2,2,44,44.8
1887,49,1,5,55,56.2
1888,44,3,10,57,59.6
1889,32,5,7,44,46.4
1890,40,2,7,49,50.8
1891,47,3,6,56,57.8
1892,37,2,6,45,46.6
1893,42,3,5,50,51.6
1894,41,3,5,49,50.6
1895,39,2,8,49,51.0
1896,42,2,7,51,52.8
1897,42,4,7,53,55.2
1898,39,3,5,47,48.6
1899,46,4,4,54,55.6
1900,41,4,4,49,50.6
1901,41,3,5,49,50.6
1902,48,2,5,55,56.4
1903,42,4,4,50,51.6
1904,45,4,6,55,57.0
1905,39,3,7,49,51.0
1906,45,2,9,56,58.2
1907,40,4,6,50,52.0
1908,36,4,4,44,45.6
1909,41,1,7,49,50.6
1910,37,4,5,46,47.8
1911,36,4,8,48,50.4
1912,38,3,5,46,47.6
1913,42,3,5,50,51.6
1914,39,3,6,48,49.8
1915,39,4,6,49,51.0
1916,37,3,8,48,50.2
1917,36,4,4,44,45.6
1918,38,3,5,46,47.6
1919,41,4,5,50,51.8
1920,42,2,6,50,51.6
1921,39,4,7,50,52.2
