measurement_id,congestion_index,status
1466,0.58,Low
1467,0.54,Low
1468,0.477,Low
1469,0.567,Low
1470,0.59,Low
1471,0.483,Low
1472,0.47,Low
1473,0.597,Low
1474,0.55,Low
1475,0.47,Low
1476,0.573,Low
1477,0.523,Low
1478,0.47,Low
1479,0.587,Low
1480,0.457,Low
1481,0.487,Low
1482,0.497,Low
1483,0.537,Low
1484,0.577,Low
1485,0.64,Low
1486,0.493,Low
1487,0.543,Low
1488,0.597,Low
1489,0.593,Low
1490,0.48,Low
1491,0.643,Low
1492,0.573,Low
1493,0.493,Low
1494,0.517,Low
1495,0.5,Low
1496,0.467,Low
1497,0.55,Low
1498,0.537,Low
1499,0.41,Low
1500,0.54,Low
1501,0.513,Low
1502,0.463,Low
1503,0.63,Low
1504,0.583,Low
1505,0.657,Low
1506,0.513,Low
1507,0.617,Low
1508,0.567,Low
1509,0.56,Low
1510,0.49,Low
1511,0.44,Low
1512,0.51,Low
1513,0.45,Low
1514,0.537,Low
1515,0.623,Low
1516,0.593,Low
1517,0.587,Low
1518,0.51,Low
1519,0.53,Low
1520,0.533,Low
1521,0.593,Low
1522,0.58,Low
1523,0.51,Low
1524,0.57,Low
1525,0.67,Low
1526,0.567,Low
1527,0.923,Medium
1528,0.58,Low
1529,0.503,Low
1530,0.703,Medium
1531,0.527,Low
1532,0.563,Low
1533,0.523,Low
1534,0.8,Medium
1535,0.557,Low
1536,0.5,Low
1537,0.563,Low
1538,0.543,Low
1539,0.607,Low
1540,0.483,Low
1541,0.55,Low
1542,0.54,Low
1543,0.6,Low
1544,0.657,Low
1545,0.61,Low
1546,0.65,Low
1547,0.53,Low
1548,0.707,Medium
1549,0.627,Low
1550,0.537,Low
1551,0.62,Low
1552,0.587,Low
1553,0.487,Low
1554,0.647,Low
1555,0.637,Low
1556,0.51,Low
1557,0.653,Low
1558,0.557,Low
1559,0.47,Low
1560,0.703,Medium
1561,0.61,Low
1562,0.513,Low
1563,0.467,Low
1564,0.633,Low
1565,0.567,Low
1566,0.593,Low
1567,0.627,Low
1568,0.573,Low
1569,0.58,Low
1570,0.617,Low
1571,0.583,Low
1572,0.653,Low
1573,0.687,Low
1574,0.537,Low
1575,0.827,Medium
1576,0.657,Low
1577,0.557,Low
1578,0.587,Low
1579,0.643,Low
1580,0.587,Low
1581,0.577,Low
1582,0.57,Low
1583,0.623,Low
1584,0.693,Low
1585,0.603,Low
1586,0.517,Low
1587,0.603,Low
1588,0.573,Low
1589,0.59,Low
1590,0.677,Low
1591,0.64,Low
1592,0.5,Low
1593,0.643,Low
1594,0.567,Low
1595,0.587,Low
1596,0.683,Low
1597,0.663,Low
1598,0.55,Low
1599,0.663,Low
1600,0.65,Low
1601,0.6,Low
1602,0.65,Low
1603,0.69,Low
1604,0.553,Low
1605,0.633,Low
1606,0.703,Medium
1607,0.633,Low
1608,0.75,Medium
1609,0.747,Medium
1610,0.57,Low
1611,0.69,Low
1612,0.717,Medium
1613,0.643,Low
1614,0.667,Low
1615,0.657,Low
1616,0.57,Low
1617,0.663,Low
1618,0.673,Low
1619,0.557,Low
1620,0.74,Medium
1621,0.773,Medium
1622,0.69,Low
1623,0.683,Low
1624,0.68,Low
1625,0.567,Low
1626,0.763,Medium
1627,0.79,Medium
1628,0.653,Low
1629,0.723,Medium
1630,0.65,Low
1631,0.677,Low
1632,0.773,Medium
1633,0.693,Low
1634,0.65,Low
1635,0.747,Medium
1636,0.673,Low
1637,0.573,Low
1638,0.693,Low
1639,0.743,Medium
1640,0.627,Low
1641,0.647,Low
1642,0.707,Medium
1643,0.643,Low
1644,0.637,Low
1645,0.813,Medium
1646,0.627,Low
1647,0.73,Medium
1648,0.763,Medium
1649,0.67,Low
1650,0.657,Low
1651,0.787,Medium
1652,0.68,Low
1653,0.727,Medium
1654,0.787,Medium
1655,0.627,Low
1656,0.663,Low
1657,0.82,Medium
1658,0.663,Low
1659,0.723,Medium
1660,0.783,Medium
1661,0.677,Low
1662,0.747,Medium
1663,0.76,Medium
1664,0.697,Low
1665,0.743,Medium
1666,0.663,Low
1667,0.707,Medium
1668,0.77,Medium
1669,0.797,Medium
1670,0.627,Low
1671,0.733,Medium
1672,0.827,Medium
1673,0.653,Low
1674,0.823,Medium
1675,0.77,Medium
1676,0.697,Low
1677,0.753,Medium
1678,0.813,Medium
1679,0.73,Medium
1680,0.793,Medium
1681,0.873,Medium
1682,0.673,Low
1683,0.757,Medium
1684,0.833,Medium
1685,0.663,Low
1686,0.757,Medium
1687,0.837,Medium
1688,0.693,Low
1689,0.747,Medium
1690,0.76,Medium
1691,0.74,Medium
1692,0.783,Medium
1693,0.823,Medium
1694,0.747,Medium
1695,0.817,Medium
1696,0.773,Medium
1697,0.683,Low
1698,0.807,Medium
1699,0.767,Medium
1700,0.863,Medium
1701,0.79,Medium
1702,0.857,Medium
1703,0.84,Medium
1704,0.817,Medium
1705,0.687,Low
1706,0.813,Medium
1707,0.817,Medium
1708,0.743,Medium
1709,0.763,Medium
1710,0.987,Medium
1711,0.763,Medium
1712,0.85,Medium
1713,0.843,Medium
1714,0.747,Medium
1715,0.753,Medium
1716,0.897,Medium
1717,0.94,Medium
1718,0.85,Medium
1719,0.933,Medium
1720,0.793,Medium
1721,0.733,Medium
1722,0.92,Medium
1723,0.767,Medium
1724,0.85,Medium
1725,0.947,Medium
1726,0.747,Medium
1727,0.897,Medium
1728,0.93,Medium
1729,0.853,Medium
1730,0.857,Medium
1731,0.957,Medium
1732,0.81,Medium
1733,0.91,Medium
1734,0.943,Medium
1735,0.767,Medium
1736,0.863,Medium
1737,0.887,Medium
1738,0.847,Medium
1739,0.8,Medium
1740,1.0,High
1741,0.817,Medium
1742,0.89,Medium
1743,0.843,Medium
1744,0.94,Medium
1745,0.87,Medium
1746,0.81,Medium
1747,0.917,Medium
1748,0.807,Medium
1749,0.83,Medium
1750,0.873,Medium
1751,0.843,Medium
1752,0.907,Medium
1753,0.917,Medium
1754,0.873,Medium
1755,0.817,Medium
1756,0.827,Medium
1757,0.757,Medium
1758,0.843,Medium
1759,0.847,Medium
1760,0.8,Medium
1761,0.827,Medium
1762,0.87,Medium
1763,0.793,Medium
1764,0.86,Medium
1765,0.877,Medium
1766,0.897,Medium
1767,0.997,Medium
1768,0.833,Medium
1769,0.823,Medium
1770,0.793,Medium
1771,0.96,Medium
1772,0.893,Medium
1773,0.843,Medium
1774,0.92,Medium
1775,0.853,Medium
1776,0.96,Medium
1777,0.883,Medium
1778,0.9,Medium
1779,0.853,Medium
1780,0.957,Medium
1781,0.923,Medium
1782,0.907,Medium
1783,0.91,Medium
1784,0.837,Medium
1785,0.96,Medium
1786,0.91,Medium
1787,0.99,Medium
1788,0.837,Medium
1789,0.95,Medium
1790,0.81,Medium
1791,0.95,Medium
1792,0.813,Medium
1793,0.94,Medium
1794,0.88,Medium
1795,0.987,Medium
1796,0.917,Medium
1797,0.977,Medium
1798,0.837,Medium
1799,0.92,Medium
1800,0.88,Medium
1801,0.927,Medium
1802,0.987,Medium
1803,0.88,Medium
1804,0.893,Medium
1805,0.82,Medium
1806,0.89,Medium
1807,0.92,Medium
1808,0.957,Medium
1809,0.977,Medium
1810,0.913,Medium
1811,0.88,Medium
1812,0.993,Medium
1813,0.923,Medium
1814,0.893,Medium
1815,0.903,Medium
1816,0.91,Medium
1817,0.957,Medium
1818,0.907,Medium
1819,0.873,Medium
1820,0.953,Medium
1821,0.887,Medium
1822,0.967,Medium
1823,0.843,Medium
1824,0.92,Medium
1825,0.903,Medium
1826,0.977,Medium
1827,0.987,Medium
1828,0.92,Medium
1829,0.947,Medium
1830,0.937,Medium
1831,0.98,Medium
1832,0.843,Medium
1833,0.9,Medium
1834,0.897,Medium
1835,0.943,Medium
1836,0.993,Medium
1837,0.897,Medium
1838,0.937,Medium
1839,0.967,Medium
1840,0.987,Medium
1841,0.97,Medium
1842,0.847,Medium
1843,0.883,Medium
1844,0.903,Medium
1845,0.813,Medium
1846,1.0,High
1847,0.863,Medium
1848,0.997,Medium
1849,0.967,Medium
1850,0.957,Medium
1851,0.867,Medium
1852,0.89,Medium
1853,0.953,Medium
1854,0.883,Medium
1855,0.977,Medium
1856,0.897,Medium
1857,0.92,Medium
1858,0.953,Medium
1859,0.913,Medium
1860,0.903,Medium
1861,0.97,Medium
1862,0.957,Medium
1863,0.88,Medium
1864,0.973,Medium
1865,0.933,Medium
1866,0.92,Medium
1867,0.963,Medium
1868,0.97,Medium
1869,0.91,Medium
1870,0.933,Medium
1871,0.963,Medium
1872,0.85,Medium
1873,0.927,Medium
1874,0.95,Medium
1875,0.863,Medium
1876,0.893,Medium
1877,0.973,Medium
1878,0.827,Medium
1879,0.837,Medium
1880,0.95,Medium
1881,0.92,Medium
1882,0.93,Medium
1883,0.9,Medium
1884,0.803,Medium
1885,0.84,Medium
1886,0.747,Medium
1887,0.937,Medium
1888,0.993,Medium
1889,0.773,Medium
1890,0.847,Medium
1891,0.963,Medium
1892,0.777,Medium
1893,0.86,Medium
1894,0.843,Medium
1895,0.85,Medium
1896,0.88,Medium
1897,0.92,Medium
1898,0.81,Medium
1899,0.927,Medium
1900,0.843,Medium
1901,0.843,Medium
1902,0.94,Medium
1903,0.86,Medium
1904,0.95,Medium
1905,0.85,Medium
1906,0.97,Medium
1907,0.867,Medium
1908,0.76,Medium
1909,0.843,Medium
1910,0.797,Medium
1911,0.84,Medium
1912,0.793,Medium
1913,0.86,Medium
1914,0.83,Medium
1915,0.85,Medium
1916,0.837,Medium
1917,0.76,Medium
1918,0.793,Medium
1919,0.863,Medium
1920,0.86,Medium
1921,0.87,Medium
1922,0.857,Medium
1923,0.78,Medium
1924,0.823,Medium
1925,0.83,Medium
1926,0.793,Medium
1927,0.807,Medium
1928,0.9,Medium
1929,0.82,Medium
1930,0.75,Medium
1931,0.873,Medium
1932,0.737,Medium
1933,0.727,Medium
1934,0.947,Medium
1935,0.793,Medium
1936,0.87,Medium
1937,0.797,Medium
1938,0.757,Medium
1939,0.71,Medium
1940,0.813,Medium
1941,0.783,Medium
1942,0.76,Medium
1943,0.787,Medium
1944,0.783,Medium
1945,0.697,Low
1946,0.867,Medium
1947,0.857,Medium
1948,0.793,Medium
1949,0.817,Medium
1950,0.787,Medium
1951,0.767,Medium
1952,0.73,Medium
1953,0.697,Low
1954,0.82,Medium
1955,0.817,Medium
1956,0.73,Medium
1957,0.777,Medium
1958,0.78,Medium
1959,0.677,Low
1960,0.773,Medium
1961,0.773,Medium
1962,0.647,Low
1963,0.737,Medium
1964,0.787,Medium
1965,0.717,Medium
1966,0.863,Medium
1967,0.727,Medium
1968,0.76,Medium
1969,0.7,Medium
1970,0.73,Medium
1971,0.713,Medium
1972,0.887,Medium
1973,0.68,Low
1974,0.757,Medium
1975,0.78,Medium
1976,0.72,Medium
1977,0.863,Medium
1978,0.73,Medium
1979,0.707,Medium
1980,0.75,Medium
1981,0.75,Medium
1982,0.58,Low
1983,0.733,Medium
1984,0.853,Medium
1985,0.73,Medium
1986,0.73,Medium
1987,0.77,Medium
1988,0.687,Low
1989,0.747,Medium
1990,0.62,Low
1991,0.693,Low
1992,0.81,Medium
1993,0.687,Low
1994,0.663,Low
1995,0.64,Low
1996,0.727,Medium
1997,0.677,Low
1998,0.77,Medium
1999,0.68,Low
2000,0.577,Low
2001,0.74,Medium
2002,0.71,Medium
2003,0.63,Low
2004,0.63,Low
2005,0.823,Medium
2006,0.577,Low
2007,0.71,Medium
2008,0.77,Medium
2009,0.673,Low
2010,0.67,Low
